ros_time_s,exec_index,target_index,buffer_lead,latency_ms,compute_ms,path_length,ik_counts,base_dx,base_dy,base_dz,base_disp_m,success
1773655065.943628,213,215,2,2.739,2.634,4.928398,8;8,-0.072452,-0.000123,0.000000,0.072452,1
1773655066.521523,214,216,2,2.569,2.478,4.925265,8;8,-0.073455,-0.000125,0.000000,0.073455,1
1773655066.906408,215,217,2,3.068,2.962,6.822515,8;8,-0.073874,-0.000126,0.000000,0.073874,1
1773655067.375840,216,218,2,2.618,2.477,4.927237,8;8,-0.074120,-0.000126,0.000000,0.074120,1
1773655067.816358,217,219,2,2.831,2.724,4.928469,8;8,-0.074650,-0.000127,0.000000,0.074650,1
1773655068.238699,218,220,2,2.589,2.488,4.929801,8;8,-0.075153,-0.000128,0.000000,0.075153,1
1773655068.677663,219,221,2,2.594,2.499,7.264388,8;8,-0.075639,-0.000129,0.000000,0.075639,1
1773655069.101437,220,222,2,2.538,2.441,7.273700,8;8,-0.075933,-0.000129,0.000000,0.075933,1
1773655069.105665,221,223,2,2.686,2.587,4.940006,8;8,-0.075933,-0.000129,0.000000,0.075933,1
1773655069.650491,222,224,2,3.208,3.095,7.311971,8;8,-0.076663,-0.000130,0.000000,0.076663,1
1773655070.023419,223,225,2,2.622,2.526,7.352065,8;8,-0.076898,-0.000131,0.000000,0.076898,1
1773655070.405701,224,226,2,2.654,2.558,4.949735,8;8,-0.077197,-0.000131,0.000000,0.077197,1
1773655070.797334,225,227,2,2.726,2.620,4.953233,8;8,-0.077750,-0.000132,0.000000,0.077750,1
1773655071.173656,226,228,2,2.777,2.686,4.956284,8;8,-0.077895,-0.000132,0.000000,0.077895,1
1773655071.562271,227,229,2,2.566,2.471,4.927893,8;8,-0.078442,-0.000133,0.000000,0.078443,1
1773655071.943960,228,230,2,3.143,3.011,4.872771,8;8,-0.078810,-0.000134,0.000000,0.078810,1
1773655071.949387,229,231,2,3.132,3.025,4.849387,8;8,-0.078810,-0.000134,0.000000,0.078810,1
1773655071.956832,230,232,2,3.234,3.105,4.852137,8;8,-0.078821,-0.000134,0.000000,0.078821,1
1773655072.213891,231,233,2,2.970,2.858,7.322557,8;8,-0.079128,-0.000134,0.000000,0.079128,1
1773655072.603409,232,234,2,2.561,2.468,4.858173,8;8,-0.079627,-0.000135,0.000000,0.079627,1
1773655072.993347,233,235,2,2.498,2.398,4.861080,8;8,-0.079816,-0.000136,0.000000,0.079816,1
1773655073.381332,234,236,2,2.451,2.353,4.863857,8;8,-0.080335,-0.000137,0.000000,0.080335,1
1773655073.770175,235,237,2,3.004,2.903,4.866440,8;8,-0.080680,-0.000137,0.000000,0.080680,1
1773655074.160281,236,238,2,3.035,2.918,4.865042,8;8,-0.081093,-0.000138,0.000000,0.081093,1
1773655074.548132,237,239,2,3.456,3.288,4.867158,8;8,-0.081493,-0.000139,0.000000,0.081493,1
1773655074.553782,238,240,2,3.403,3.238,7.203220,8;8,-0.081505,-0.000139,0.000000,0.081505,1
1773655075.110330,239,241,2,3.196,3.098,4.873736,8;8,-0.082211,-0.000140,0.000000,0.082211,1
1773655075.481543,240,242,2,2.634,2.535,4.874869,8;8,-0.082424,-0.000140,0.000000,0.082424,1
1773655075.878115,241,243,2,3.062,2.967,4.875874,8;8,-0.082783,-0.000141,0.000000,0.082783,1
1773655076.251441,242,244,2,2.609,2.507,4.876755,8;8,-0.083330,-0.000142,0.000000,0.083330,1
1773655076.645787,243,245,2,2.984,2.806,4.874797,8;8,-0.083510,-0.000142,0.000000,0.083510,1
1773655077.019572,244,246,2,2.556,2.468,4.874569,8;8,-0.084037,-0.000143,0.000000,0.084037,1
1773655077.023653,245,247,2,2.702,2.595,4.876584,8;8,-0.084037,-0.000143,0.000000,0.084037,1
1773655077.595587,246,248,2,2.845,2.749,4.876713,8;8,-0.084544,-0.000144,0.000000,0.084544,1
